class,score
n01530575_10007,0.0009899139404296875
n01530575_10017,2.09808349609375e-05
n01530575_10018,0.004688262939453125
n01530575_10021,0.18123531341552734
n01530575_10022,0.009765625
n01530575_10023,0.011386871337890625
n01530575_10024,0.04693031311035156
n01530575_10027,0.00091552734375
n01530575_10029,7.62939453125e-05
n01530575_10031,0.07486343383789062
n01530575_10039,2.127756118774414
n01530575_10040,0.0017108917236328125
n01530575_10042,0.025341033935546875
n01530575_10047,0.38668251037597656
n01530575_10048,0.00165557861328125
n01530575_10050,0.04983329772949219
n01530575_10052,0.0048542022705078125
n01530575_10058,0.28214263916015625
n01530575_10060,0.0001850128173828125
n01530575_10064,0.13637733459472656
n01530575_10068,0.009197235107421875
n01530575_10069,0.009023666381835938
n01530575_10073,0.21515464782714844
n01530575_10076,0.005756378173828125
n01530575_10078,0.03934478759765625
n01530575_1008,6.854468822479248
n01530575_10084,0.014400482177734375
n01530575_10085,0.019962310791015625
n01530575_10086,0.03174400329589844
n01530575_10087,0.0006465911865234375
n01530575_10091,0.06303787231445312
n01530575_10092,0.02193450927734375
n01530575_10093,0.32144737243652344
n01530575_10094,0.07108879089355469
n01530575_10096,0.0018253326416015625
n01530575_10101,0.0011882781982421875
n01530575_10102,0.07713508605957031
n01530575_10109,0.0047168731689453125
n01530575_10110,0.011701583862304688
n01530575_10116,0.037975311279296875
n01530575_10119,0.064910888671875
n01530575_10120,0.002292633056640625
n01530575_10121,0.0008602142333984375
n01530575_10124,0.021053314208984375
n01530575_10125,0.1279897689819336
n01530575_10128,0.0036830902099609375
n01530575_10129,0.03775787353515625
n01530575_10136,0.08330154418945312
n01530575_10137,0.24269676208496094
n01530575_10138,0.021968841552734375
n01530575_10146,0.345611572265625
n01530575_10154,0.0009593963623046875
n01530575_10159,0.24262142181396484
n01530575_10161,0.05707740783691406
n01530575_10163,0.05283546447753906
n01530575_10169,0.003200531005859375
n01530575_10171,0.7513036727905273
n01530575_10172,0.0023651123046875
n01530575_10174,0.0056514739990234375
n01530575_10179,0.0009975433349609375
n01530575_10180,0.026856422424316406
n01530575_10184,0.0076618194580078125
n01530575_10187,0.0005817413330078125
n01530575_10188,7.62939453125e-05
n01530575_10190,0.0005207061767578125
n01530575_10192,1.7877998352050781
n01530575_10193,0.000263214111328125
n01530575_10195,0.000469207763671875
n01530575_10196,0.013824462890625
n01530575_10199,1.1605300903320312
n01530575_102,0.0023555755615234375
n01530575_10201,0.3551063537597656
n01530575_10202,0.005290985107421875
n01530575_10204,0.6521835327148438
n01530575_10207,0.000125885009765625
n01530575_10208,0.0060710906982421875
n01530575_1021,0.0002346038818359375
n01530575_10210,0.0003337860107421875
n01530575_10212,0.021581649780273438
n01530575_10214,0.07907485961914062
n01530575_10217,0.0001544952392578125
n01530575_10218,0.00402069091796875
n01530575_10220,0.07330322265625
n01530575_10221,0.05182075500488281
n01530575_10223,0.007877349853515625
n01530575_10224,0.009336471557617188
n01530575_10227,0.4416522979736328
n01530575_10228,0.022077560424804688
n01530575_10229,0.0001583099365234375
n01530575_1023,0.5663433074951172
n01530575_10232,0.009729385375976562
n01530575_10233,0.14086341857910156
n01530575_10235,5.467700958251953
n01530575_10236,0.0007038116455078125
n01530575_10238,0.014093399047851562
n01530575_10241,0.0038127899169921875
n01530575_10247,0.07612991333007812
n01530575_10252,0.0007305145263671875
n01530575_10259,2.7869720458984375
n01530575_10263,0.023052215576171875
n01530575_10264,0.12082099914550781
n01530575_1027,0.26482200622558594
n01530575_10270,0.033153533935546875
n01530575_10275,0.32283592224121094
n01530575_10276,0.001560211181640625
n01530575_10284,0.0027313232421875
n01530575_10285,0.3033161163330078
n01530575_10287,0.05584144592285156
n01530575_10289,0.00853729248046875
n01530575_10290,0.470123291015625
n01530575_10291,0.02878570556640625
n01530575_10292,11.752516746520996
n01530575_10297,0.018964767456054688
n01530575_10303,0.020391464233398438
n01530575_10305,0.0027713775634765625
n01530575_10313,0.4442005157470703
n01530575_10315,0.10812759399414062
n01530575_10318,0.3206768035888672
n01530575_10323,0.00287628173828125
n01530575_10324,0.04387474060058594
n01530575_10325,0.1960744857788086
n01530575_10326,1.3585176467895508
n01530575_10329,0.001079559326171875
n01530575_10332,0.06615829467773438
n01530575_10333,0.044109344482421875
n01530575_10334,0.007923126220703125
n01530575_10335,0.001953125
n01530575_10336,0.0014286041259765625
n01530575_10337,0.001903533935546875
n01530575_10338,0.07538223266601562
n01530575_10341,0.0001010894775390625
n01530575_10346,0.19741058349609375
n01530575_10347,0.14237022399902344
n01530575_10351,0.04319953918457031
n01530575_10354,0.020343780517578125
n01530575_10358,6.484095573425293
n01530575_10363,0.3246603012084961
n01530575_10365,0.00128936767578125
n01530575_10367,0.002407073974609375
n01530575_10369,0.03480720520019531
n01530575_10371,0.0006923675537109375
n01530575_10372,0.1948108673095703
