class,score
n01531178_14679,0.000162826632732
n01531178_1472,0.000395934854168
n01531178_14733,6.43709427095018E-05
n01531178_14762,0.073645099997521
n01531178_1479,0.000136008544359
n01531178_14807,0.002904959954321
n01531178_14825,0.001774404780008
n01531178_14838,9.17907345865388E-06
n01531178_14863,4.76825807709247E-05
n01531178_14958,7.36686270101927E-05
n01531178_14959,2.1219027985353E-05
n01531178_14985,2.25303010665812E-05
n01531178_14988,0.000482800271129
n01531178_1502,0.234423369169235
n01531178_15044,1.89540969586233E-05
n01531178_1506,0.000335637014359
n01531178_15090,0.000327056797687
n01531178_15133,1.76428184204269E-05
n01531178_15170,0.008706821128726
n01531178_15171,0.065185338258743
n01531178_15176,0.000164972050698
n01531178_15203,0.013310031965375
n01531178_15217,0.035347364842892
n01531178_15279,0.000300004787277
n01531178_15290,1.05508935451508
n01531178_15321,0.00034636221244
n01531178_15324,0.002694549504668
n01531178_1534,9.65590606938349E-06
n01531178_1536,0.001283774967305
n01531178_15373,0.001518169417977
n01531178_15376,0.004301344044507
n01531178_15380,0.001529239001684
n01531178_15381,0.035365086048842
n01531178_15386,0.000267469877144
n01531178_15414,0.000626963505056
n01531178_15427,7.08078077877872E-05
n01531178_15432,0.016218863427639
n01531178_15439,0.003590448526666
n01531178_15473,0.00278763496317
n01531178_15480,0.020914025604725
n01531178_15481,0.00206210045144
n01531178_15507,0.009790024720132
n01531178_1563,0.001939917216077
n01531178_15633,6.42517406959087E-05
n01531178_15662,0.003483895445243
n01531178_15664,7.8677821875317E-06
n01531178_15737,0.000113361609692
n01531178_15746,2.98022769129602E-06
n01531178_15749,1.36626863479614
n01531178_15774,0.001132085570134
n01531178_15799,1.94837367534637
n01531178_15806,0.001227816916071
n01531178_1584,0.000388665939681
n01531178_15866,0.000875566445757
n01531178_15899,0.114211514592171
n01531178_15901,0.000321932457155
n01531178_15944,0.350651979446411
n01531178_15956,0.001066235243343
n01531178_15986,0.003252575406805
n01531178_16045,0.00100335793104
n01531178_16071,0.08244751393795
n01531178_16089,0.647462487220764
n01531178_1611,0.005335733294487
n01531178_16110,1.31130127556389E-06
n01531178_16122,0.000633754127193
n01531178_16135,0.167707458138466
n01531178_1614,0.088590390980244
n01531178_16176,0.000248997210292
n01531178_16200,1.18648886680603
n01531178_16201,5.24519509781385E-06
n01531178_16270,3.33780444634613E-05
n01531178_16286,0.021064963191748
n01531178_16297,0.031116887927055
n01531178_16319,0.024982836097479
n01531178_16354,0.000306678470224
n01531178_16373,3.57627232006052E-06
n01531178_16393,0.188986092805862
n01531178_16412,0.090361520648003
n01531178_16413,0.000730247818865
n01531178_16429,0.000556195038371
n01531178_16432,0.000150907566422
n01531178_16474,3.77886317437515E-05
n01531178_16486,0.00128651317209
n01531178_16498,0.000607067835517
n01531178_16544,0.000138154020533
n01531178_16613,0.000514613289852
n01531178_16649,0.030794430524111
n01531178_16659,0.000964057515375
n01531178_16665,0.002495272550732
n01531178_16716,0.001956455176696
n01531178_16733,0.000245302624535
n01531178_16748,0.000763482414186
n01531178_16809,0.000398794742068
n01531178_16848,0.00296474667266
n01531178_16853,0.06432431191206
n01531178_16996,9.50052926782519E-05
n01531178_17006,0.025864340364933
n01531178_17039,2.50339189733495E-06
n01531178_17057,1.90733044291846E-05
n01531178_17067,0.037661373615265
n01531178_17121,6.47285487502813E-05
n01531178_17150,0.000744304154068
n01531178_17164,0.001338658388704
n01531178_17167,0.015939319506288
n01531178_17171,0.088665775954723
n01531178_17176,2.74180979431549E-06
n01531178_17177,0.010469750501216
n01531178_17200,0.01864081248641
n01531178_17211,0.001058971276507
n01531178_17227,0.127429187297821
n01531178_17239,0.103721037507057
n01531178_17241,0.002278115367517
n01531178_1731,0.000178202011739
n01531178_17335,0.008696067146957
n01531178_17339,0.022034704685211
