class,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)"
n01440764_10026,7.316871643066406,5.81561803817749,6.081686019897461,7.094738960266113,8.063643455505371,7.256312370300293,7.496520042419434,6.793964385986328,5.024763107299805,8.222460746765137,6.924448013305664,8.544294357299805,5.0854172706604,6.7445454597473145,8.82015609741211,6.638968467712402,7.148414611816406,7.243124008178711,6.106758117675781,8.564973831176758,7.877001762390137,8.446386337280273,8.986821174621582,9.955938339233398,9.42025089263916
n01440764_10027,3.5050172805786133,0.9355883598327637,1.0843234062194824,3.8351283073425293,5.481470108032227,1.4483413696289062,0.048203468322753906,0.019728660583496094,5.117776870727539,5.5338544845581055,1.2062482833862305,0.14710044860839844,0.13788509368896484,0.8280239105224609,4.3407487869262695,3.8320565223693848,1.6618843078613281,0.36045074462890625,3.616441249847412,5.889717102050781,5.402610778808594,2.507777690887451,2.350879192352295,4.380132675170898,6.601232051849365
n01440764_10029,7.002449989318848,3.5640745162963867,0.6662702560424805,4.339119911193848,5.84311580657959,6.2358551025390625,0.9667749404907227,0.8138294219970703,3.7934093475341797,5.945538520812988,5.120241165161133,1.4524955749511719,0.6723108291625977,2.3928232192993164,6.310605049133301,6.466961860656738,5.055289268493652,2.3169851303100586,8.979872703552246,6.381772041320801,8.42516040802002,6.265261650085449,3.780344009399414,6.407196044921875,6.161550521850586
n01440764_10040,10.393289566040039,10.266473770141602,9.774465560913086,8.295037269592285,7.249786376953125,9.754475593566895,7.470261096954346,9.780736923217773,7.509448528289795,6.702378273010254,7.501956939697266,7.679226875305176,6.089108467102051,5.570396423339844,7.307389259338379,6.911380767822266,4.795685768127441,9.964542388916016,7.603341102600098,8.445384979248047,6.649980545043945,6.761180877685547,9.720678329467773,10.528517723083496,10.21951675415039
n01440764_10042,7.948762893676758,9.589678764343262,9.938809394836426,9.253206253051758,7.9442243576049805,6.944347381591797,6.270875930786133,9.860647201538086,9.40414810180664,8.085750579833984,5.8195695877075195,5.4803056716918945,9.161541938781738,8.289878845214844,6.089168548583984,7.169302940368652,6.726459503173828,7.500607490539551,7.662388324737549,5.523447036743164,8.263935089111328,7.756134986877441,6.1106767654418945,7.7003374099731445,8.174063682556152
n01440764_10043,6.862083911895752,5.0440521240234375,2.8403024673461914,3.9792490005493164,4.750880241394043,3.044285774230957,0.9433088302612305,0.06473731994628906,4.863434791564941,3.573268413543701,2.0342612266540527,1.0394105911254883,0.2917518615722656,0.8857202529907227,2.436202049255371,2.147517681121826,2.5032906532287598,1.3498401641845703,1.1724166870117188,0.8141555786132812,4.149640083312988,5.066030025482178,4.212406158447266,4.65296745300293,5.437021255493164
n01440764_10048,4.942826271057129,3.262773036956787,3.3734025955200195,3.815004348754883,5.561484336853027,3.055037498474121,1.6910161972045898,0.8168001174926758,0.8435554504394531,3.2956247329711914,2.047433853149414,1.2765865325927734,0.3285951614379883,0.8319683074951172,0.5941810607910156,1.5114316940307617,0.5549888610839844,0.13933181762695312,0.44358158111572266,0.7345714569091797,2.378756523132324,1.5516529083251953,1.6976771354675293,3.1105833053588867,2.60245418548584
n01440764_10066,5.974785804748535,5.329461097717285,5.334343910217285,4.593260288238525,2.78226375579834,4.226803779602051,2.5293331146240234,2.2792558670043945,2.448899269104004,2.013690948486328,3.4596986770629883,2.950075149536133,3.3430871963500977,4.044528484344482,2.694540023803711,4.324853420257568,3.4702796936035156,2.748811721801758,5.389612197875977,5.064533233642578,4.489230155944824,2.791637420654297,3.5125083923339844,4.844908714294434,4.162519454956055
n01440764_10074,4.537516117095947,3.3806228637695312,3.140202522277832,2.354201316833496,2.1358070373535156,4.895244121551514,2.441382884979248,3.722655773162842,2.2979278564453125,4.937629222869873,4.281166076660156,1.4892501831054688,2.292886257171631,1.3113632202148438,1.6847295761108398,3.2790842056274414,0.9569616317749023,1.0225296020507812,0.7252416610717773,2.3260202407836914,4.519502639770508,2.727921485900879,1.8472070693969727,3.244110107421875,2.8480262756347656
n01440764_1009,7.027320861816406,6.981429576873779,9.57752513885498,9.381302833557129,8.686121940612793,8.601168632507324,9.120169639587402,10.710701942443848,10.813163757324219,9.89726734161377,9.698049545288086,8.670737266540527,12.461764335632324,8.755755424499512,10.105667114257812,9.422187805175781,7.7093825340271,13.53639030456543,10.89559268951416,9.928471565246582,8.556561470031738,8.50112533569336,8.48803997039795,9.44282341003418,9.324027061462402
n01440764_10095,9.90466022491455,9.365074157714844,8.432257652282715,8.07168960571289,8.44443130493164,11.087573051452637,10.284868240356445,6.779202938079834,6.8388471603393555,8.402669906616211,10.413094520568848,9.57070541381836,5.987978935241699,7.077459812164307,9.558317184448242,9.220497131347656,8.008827209472656,6.49345588684082,7.635583877563477,9.418907165527344,9.792884826660156,7.379952430725098,6.013922691345215,8.524941444396973,9.594659805297852
n01440764_10108,7.458235740661621,8.068096160888672,6.848921775817871,10.8136568069458,10.515191078186035,6.67580509185791,5.088116645812988,4.023904800415039,10.20260238647461,8.844441413879395,5.757831573486328,5.003976345062256,1.2794990539550781,4.293618202209473,8.50670337677002,4.707450866699219,3.24668025970459,1.8448944091796875,3.2315587997436523,8.351778030395508,6.030949592590332,4.166022300720215,3.700571060180664,6.653866767883301,8.12457275390625
n01440764_10110,7.365682125091553,4.815211296081543,4.459071159362793,5.759311676025391,6.7147932052612305,4.922935485839844,3.739375591278076,6.486802577972412,5.615459442138672,7.6266021728515625,6.696393966674805,3.610539436340332,4.391345024108887,2.7130861282348633,6.582302093505859,6.366973876953125,6.625924587249756,5.5362701416015625,7.008552551269531,7.311452865600586,7.555954933166504,9.140087127685547,7.9744343757629395,7.587133407592773,8.917264938354492
n01440764_10120,7.681888103485107,6.8846893310546875,4.163132667541504,3.558614730834961,4.652595520019531,5.860282897949219,4.272053241729736,1.1946210861206055,3.1114721298217773,6.448611259460449,4.774068832397461,4.050127029418945,1.9564189910888672,3.7847280502319336,7.206676483154297,5.80156135559082,3.0829267501831055,4.363897800445557,2.349212646484375,5.292733669281006,6.956479549407959,4.986058235168457,3.9937076568603516,4.785812854766846,6.519432067871094
n01440764_10124,6.213009834289551,5.945669651031494,8.728029251098633,9.242900848388672,8.454258918762207,4.96719217300415,5.4277448654174805,5.867354393005371,6.777641296386719,6.031446933746338,4.050115585327148,4.163293838500977,3.6881017684936523,3.608827590942383,7.08510684967041,4.871942043304443,2.9042844772338867,4.069454193115234,5.586508750915527,8.547598838806152,6.216917991638184,4.284733772277832,5.447683334350586,6.162001609802246,8.52946662902832
n01440764_10150,1.8586454391479492,0.4696769714355469,0.08166885375976562,0.6768379211425781,2.4899797439575195,0.9537544250488281,0.06253719329833984,0.08464527130126953,0.1134042739868164,0.6188793182373047,0.5781631469726562,0.47051429748535156,1.308945655822754,0.1267242431640625,0.3657999038696289,0.17571353912353516,0.08023643493652344,0.012658119201660156,0.36168766021728516,1.376826286315918,1.697767734527588,0.6595659255981445,0.10875701904296875,1.8679966926574707,2.40574312210083
n01440764_10159,5.212611198425293,4.278834819793701,2.6742162704467773,4.420839309692383,5.0449981689453125,4.89077091217041,2.344228744506836,2.049490451812744,1.6581945419311523,2.0876693725585938,4.42111873626709,2.4835658073425293,0.74267578125,0.10230636596679688,0.5711336135864258,4.567139148712158,2.9598588943481445,1.795553207397461,3.6417617797851562,2.1813087463378906,5.920610427856445,4.28236198425293,2.368687629699707,2.5536184310913086,3.6765360832214355
n01440764_10162,8.813674926757812,9.679261207580566,8.633089065551758,10.822528839111328,9.706621170043945,6.616525650024414,8.434310913085938,6.711258888244629,7.243903160095215,7.826948165893555,4.732553482055664,5.462928295135498,4.960781574249268,7.209175109863281,7.986231803894043,8.02907943725586,2.616800308227539,5.1502227783203125,6.900547981262207,8.476705551147461,8.158482551574707,5.300849914550781,8.045648574829102,7.2379069328308105,9.21468734741211
